cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P3167,Camiseta Feminina,204.15,159.91,44.24,NF411194,cwxdtm@email.com,2025-05-29,2025-05-29,SC,38,Online,Cartão
P3168,Tênis Masculino,168.65,88.12,80.53,NF737686,odgfku@email.com,2025-12-31,2025-12-31,MG,36,Online,Cartão
P3169,Tênis Feminino,470.13,276.39,193.74,NF160096,xmxvpd@email.com,2025-10-20,2025-10-22,PB,39,Online,Cartão
P3170,Camiseta Feminina,248.43,198.49,49.94,NF447620,meyiox@email.com,2026-01-18,2026-01-21,SC,41,Online,Cartão
P3171,Calça Feminina,311.78,243.2,68.58,NF166577,gthwfk@email.com,2025-09-19,2025-09-19,RJ,42,Online,Boleto
P3172,Camiseta Feminina,297.54,208.64,88.9,NF608737,htrqeh@email.com,2025-08-02,2025-08-05,CE,G,Online,Pix
P3173,Camiseta Masculina,435.12,223.79,211.33,NF999967,ibldew@email.com,2025-06-21,2025-06-21,BA,40,Loja,Dinheiro
P3174,Tênis Masculino,142.15,76.19,65.96,NF998799,gblmmc@email.com,2026-03-02,2026-03-03,SC,41,Online,Dinheiro
P3175,Calça Masculina,354.33,207.04,147.29,NF251983,qudolh@email.com,2025-05-04,2025-05-04,CE,42,Online,Cartão
P3176,Camiseta Feminina,239.88,126.05,113.83,NF765059,whxcnf@email.com,2025-07-15,2025-07-17,RS,G,Loja,Cartão
P3177,Camiseta Feminina,267.04,182.83,84.21,NF932955,kngzjr@email.com,2025-01-03,2025-01-08,CE,38,Online,Boleto
P3178,Calça Feminina,283.55,159.44,124.11,NF232423,pvymms@email.com,2025-04-20,2025-04-22,RS,P,Online,Boleto
P3179,Camiseta Feminina,225.44,150.99,74.45,NF702671,kyxxvq@email.com,2025-01-20,2025-01-23,RJ,41,Online,Pix
P3180,Tênis Feminino,500.05,273.4,226.65,NF641452,eogafh@email.com,2025-06-14,2025-06-17,MG,38,Online,Cartão
P3181,Calça Feminina,437.81,279.45,158.36,NF874641,irojew@email.com,2026-01-17,2026-01-19,SC,37,Loja,Boleto
P3182,Calça Feminina,175.68,136.03,39.65,NF244006,tjotkp@email.com,2025-01-21,2025-01-24,BA,G,Loja,Pix
P3183,Camiseta Masculina,259.53,149.88,109.65,NF796828,djmyhs@email.com,2026-02-16,2026-02-21,RS,36,Loja,Dinheiro
P3184,Camiseta Feminina,351.21,250.26,100.95,NF148138,cqkzxf@email.com,2025-07-01,2025-07-02,SP,41,Online,Pix
P3185,Tênis Masculino,242.87,126.81,116.06,NF735442,qifhjz@email.com,2025-05-09,2025-05-09,MG,P,Loja,Boleto
P3186,Camiseta Masculina,394.15,233.4,160.75,NF377416,sxohap@email.com,2025-10-07,2025-10-10,SC,P,Online,Boleto
P3187,Calça Feminina,261.45,136.68,124.77,NF150896,qklvlj@email.com,2025-05-03,2025-05-08,PR,42,Online,Dinheiro
P3188,Tênis Masculino,327.1,185.37,141.73,NF736011,jioyig@email.com,2025-04-16,2025-04-21,MG,38,Loja,Dinheiro
P3189,Tênis Feminino,203.71,148.92,54.79,NF763285,vbzhkv@email.com,2025-08-16,2025-08-21,PR,38,Loja,Pix
P3190,Calça Feminina,322.34,247.7,74.64,NF102601,ptelnr@email.com,2025-07-16,2025-07-20,CE,42,Online,Dinheiro
P3191,Tênis Masculino,335.05,229.24,105.81,NF186994,chajsi@email.com,2026-04-25,2026-04-27,PB,40,Online,Dinheiro
P3192,Camiseta Feminina,460.6,278.29,182.31,NF737158,jakelm@email.com,2025-09-12,2025-09-16,SC,G,Online,Cartão
P3193,Tênis Feminino,374.61,268.41,106.2,NF121657,ieblna@email.com,2026-01-17,2026-01-18,MG,42,Loja,Cartão
P3194,Tênis Masculino,319.95,254.96,64.99,NF474341,efcjqh@email.com,2025-12-24,2025-12-28,RS,37,Loja,Cartão
P3195,Camiseta Masculina,397.6,278.75,118.85,NF131677,sriauj@email.com,2025-10-06,2025-10-07,PR,39,Online,Pix
P3196,Tênis Masculino,196.89,149.47,47.42,NF816170,zbwkig@email.com,2025-10-06,2025-10-07,PE,P,Loja,Dinheiro
P3197,Calça Feminina,118.54,63.64,54.9,NF205691,qvaetx@email.com,2025-09-22,2025-09-27,MG,42,Loja,Cartão
P3198,Calça Masculina,201.75,133.07,68.68,NF836382,duvzje@email.com,2025-02-05,2025-02-08,PB,38,Loja,Dinheiro
P3199,Calça Masculina,209.81,162.15,47.66,NF296072,eserkv@email.com,2025-01-24,2025-01-25,SC,P,Online,Pix
P3200,Tênis Feminino,364.0,259.3,104.7,NF108722,tmtlcl@email.com,2025-03-19,2025-03-21,PR,41,Online,Dinheiro
P3201,Camiseta Masculina,153.32,91.21,62.11,NF744898,ehfyta@email.com,2025-11-16,2025-11-20,CE,M,Online,Dinheiro
P3202,Tênis Feminino,495.4,260.25,235.15,NF586382,emaeet@email.com,2025-02-24,2025-02-28,MG,38,Loja,Boleto
P3203,Tênis Feminino,498.35,268.72,229.63,NF686461,ksgmce@email.com,2025-09-19,2025-09-19,MG,40,Loja,Boleto
P3204,Calça Masculina,188.94,156.21,32.73,NF723761,dtbdws@email.com,2026-04-19,2026-04-21,SC,M,Online,Cartão
P3205,Tênis Masculino,321.29,211.22,110.07,NF245448,wucktu@email.com,2025-10-19,2025-10-21,RJ,M,Loja,Boleto
P3206,Camiseta Feminina,172.97,123.69,49.28,NF119765,airezz@email.com,2026-04-06,2026-04-09,CE,42,Online,Dinheiro
P3207,Camiseta Masculina,91.19,73.79,17.4,NF817339,pxyvru@email.com,2025-07-02,2025-07-02,PE,M,Online,Dinheiro
P3208,Calça Masculina,364.2,272.03,92.17,NF750586,yyapnf@email.com,2025-09-21,2025-09-22,PB,37,Online,Cartão
P3209,Calça Masculina,220.15,138.67,81.48,NF629838,yygjcf@email.com,2025-04-14,2025-04-18,PE,41,Online,Dinheiro
P3210,Tênis Feminino,378.84,203.84,175.0,NF401015,uomcxl@email.com,2025-04-29,2025-05-02,BA,39,Online,Boleto
P3211,Calça Masculina,150.67,77.92,72.75,NF354707,nggqlg@email.com,2026-03-11,2026-03-15,SC,41,Online,Cartão
P3212,Camiseta Masculina,236.9,139.25,97.65,NF274649,bxyrhg@email.com,2025-09-02,2025-09-03,RS,38,Loja,Cartão
P3213,Calça Feminina,273.39,173.77,99.62,NF362621,cwwvqi@email.com,2025-03-21,2025-03-23,BA,M,Online,Dinheiro
P3214,Tênis Feminino,582.49,293.11,289.38,NF882012,bvjhwr@email.com,2025-01-20,2025-01-25,SC,38,Online,Dinheiro
P3215,Tênis Masculino,295.44,159.72,135.72,NF119223,yxymnh@email.com,2025-04-17,2025-04-19,PB,41,Loja,Pix
P3216,Camiseta Masculina,361.09,273.45,87.64,NF867063,ycpajq@email.com,2025-08-27,2025-08-28,BA,37,Online,Boleto
P3217,Camiseta Feminina,121.23,79.65,41.58,NF483394,ulufkh@email.com,2025-02-15,2025-02-18,BA,40,Loja,Boleto
P3218,Camiseta Feminina,121.86,75.54,46.32,NF908234,tzzccs@email.com,2026-03-20,2026-03-21,CE,37,Loja,Boleto
P3219,Tênis Feminino,263.49,185.11,78.38,NF365668,rhovos@email.com,2025-12-24,2025-12-29,CE,37,Online,Pix
P3220,Camiseta Masculina,354.59,197.96,156.63,NF893452,bcnifo@email.com,2026-03-08,2026-03-11,PR,G,Online,Dinheiro
P3221,Tênis Masculino,122.02,85.26,36.76,NF749996,zlcorp@email.com,2025-02-03,2025-02-05,PR,39,Online,Dinheiro
P3222,Camiseta Masculina,130.81,68.12,62.69,NF900800,kqblfd@email.com,2025-08-16,2025-08-18,RJ,M,Loja,Pix
P3223,Tênis Masculino,346.85,250.52,96.33,NF496618,fsmlhn@email.com,2025-06-21,2025-06-22,RJ,P,Online,Boleto
P3224,Calça Feminina,450.46,276.77,173.69,NF519359,zyxtdg@email.com,2025-04-15,2025-04-20,SC,37,Online,Cartão
P3225,Calça Feminina,513.45,265.74,247.71,NF218924,rmcctv@email.com,2025-08-18,2025-08-21,PE,42,Loja,Pix
P3226,Calça Feminina,223.19,127.32,95.87,NF687734,vnsmbp@email.com,2025-04-13,2025-04-13,SC,42,Online,Cartão
P3227,Calça Masculina,376.2,275.84,100.36,NF350339,zltzdc@email.com,2026-02-16,2026-02-20,PE,41,Loja,Boleto
P3228,Tênis Feminino,185.49,93.54,91.95,NF357810,rzcczg@email.com,2025-08-26,2025-08-31,BA,36,Loja,Dinheiro
P3229,Camiseta Masculina,265.32,192.68,72.64,NF602975,eiueah@email.com,2025-12-03,2025-12-07,PE,40,Online,Dinheiro
P3230,Camiseta Masculina,179.75,146.68,33.07,NF361772,hqmeue@email.com,2025-06-24,2025-06-26,CE,37,Online,Cartão
P3231,Calça Masculina,468.01,292.79,175.22,NF355519,kmjfuw@email.com,2025-11-02,2025-11-07,CE,39,Online,Pix
P3232,Tênis Masculino,367.25,204.04,163.21,NF371834,kgfnbb@email.com,2025-09-02,2025-09-06,PR,41,Online,Pix
P3233,Calça Masculina,220.22,136.52,83.7,NF368669,redzao@email.com,2025-09-08,2025-09-13,RJ,40,Online,Cartão
P3234,Calça Feminina,101.17,76.53,24.64,NF351418,pbxuzy@email.com,2026-03-07,2026-03-10,PR,P,Online,Boleto
P3235,Tênis Masculino,411.59,224.83,186.76,NF825126,lnbbxf@email.com,2026-02-16,2026-02-21,SC,M,Loja,Boleto
P3236,Camiseta Feminina,129.42,73.77,55.65,NF217328,fegach@email.com,2026-03-15,2026-03-18,BA,41,Loja,Dinheiro
P3237,Calça Masculina,220.81,150.34,70.47,NF472908,tszboq@email.com,2025-02-09,2025-02-10,MG,P,Loja,Dinheiro
P3238,Tênis Masculino,572.03,292.37,279.66,NF760714,gdxsbm@email.com,2025-10-14,2025-10-14,PB,37,Online,Dinheiro
P3239,Tênis Feminino,112.57,87.2,25.37,NF146509,myarns@email.com,2025-01-10,2025-01-11,RJ,P,Loja,Boleto
P3240,Camiseta Feminina,233.11,140.79,92.32,NF414205,vegysw@email.com,2026-02-03,2026-02-04,PE,42,Loja,Pix
P3241,Calça Feminina,183.43,143.71,39.72,NF552886,cgieew@email.com,2026-02-01,2026-02-04,SC,39,Online,Boleto
P3242,Tênis Masculino,189.71,157.04,32.67,NF544186,djdckb@email.com,2025-04-18,2025-04-19,PR,P,Loja,Pix
P3243,Calça Masculina,384.49,247.71,136.78,NF237815,uwwanw@email.com,2025-09-27,2025-09-29,CE,36,Loja,Dinheiro
P3244,Camiseta Masculina,450.84,298.33,152.51,NF471869,xxrsgr@email.com,2026-01-26,2026-01-27,BA,37,Online,Dinheiro
P3245,Calça Masculina,231.69,129.65,102.04,NF628511,tcaslk@email.com,2025-10-24,2025-10-24,CE,M,Online,Pix
P3246,Calça Masculina,137.15,84.4,52.75,NF431971,vanutn@email.com,2026-04-10,2026-04-10,PB,38,Online,Dinheiro
P3247,Tênis Feminino,206.79,105.34,101.45,NF871753,duwaan@email.com,2025-08-02,2025-08-06,BA,42,Online,Pix
P3248,Camiseta Masculina,297.08,220.16,76.92,NF807778,klbemp@email.com,2025-03-11,2025-03-16,RJ,40,Loja,Pix
P3249,Tênis Feminino,86.23,67.9,18.33,NF228967,ikupdx@email.com,2026-03-27,2026-04-01,PR,39,Loja,Cartão
P3250,Camiseta Masculina,282.64,188.26,94.38,NF572708,mohmqg@email.com,2025-05-26,2025-05-27,PR,G,Loja,Cartão
P3251,Tênis Masculino,454.22,228.13,226.09,NF874876,hxdlvi@email.com,2026-04-24,2026-04-24,RJ,39,Loja,Cartão
P3252,Tênis Masculino,280.99,196.57,84.42,NF334474,sygiso@email.com,2025-04-16,2025-04-20,PR,40,Online,Pix
P3253,Camiseta Feminina,513.73,277.17,236.56,NF362269,otmjit@email.com,2026-03-16,2026-03-20,BA,M,Loja,Cartão
P3254,Tênis Masculino,457.03,246.78,210.25,NF996447,izdljw@email.com,2025-12-07,2025-12-09,MG,P,Online,Dinheiro
P3255,Camiseta Feminina,443.88,270.96,172.92,NF926580,csuezy@email.com,2025-02-28,2025-03-04,RS,36,Loja,Cartão
P3256,Tênis Masculino,419.99,220.67,199.32,NF108350,qncsnt@email.com,2025-04-11,2025-04-11,CE,P,Online,Cartão
P3257,Camiseta Feminina,118.73,95.06,23.67,NF207890,nybjfq@email.com,2025-11-28,2025-11-28,CE,P,Loja,Dinheiro
P3258,Calça Feminina,342.72,275.9,66.82,NF486127,xczltj@email.com,2026-01-20,2026-01-24,BA,G,Online,Pix
P3259,Camiseta Feminina,296.91,235.45,61.46,NF364016,offfwy@email.com,2025-10-01,2025-10-02,PR,G,Loja,Cartão
P3260,Tênis Masculino,165.27,135.97,29.3,NF803078,uxpxvx@email.com,2025-05-12,2025-05-15,PB,42,Loja,Boleto
P3261,Camiseta Feminina,231.82,188.47,43.35,NF430116,cqysig@email.com,2025-05-07,2025-05-09,MG,37,Loja,Pix
P3262,Calça Feminina,396.92,214.12,182.8,NF441171,uddezk@email.com,2025-10-12,2025-10-13,PB,39,Loja,Boleto
P3263,Camiseta Masculina,354.01,253.73,100.28,NF578017,xgmqzi@email.com,2026-04-03,2026-04-05,CE,G,Loja,Pix
P3264,Tênis Masculino,388.88,200.48,188.4,NF636691,szvmcz@email.com,2025-02-14,2025-02-15,RJ,41,Online,Boleto
P3265,Tênis Masculino,330.86,230.42,100.44,NF843141,xpkbhq@email.com,2026-04-19,2026-04-21,BA,42,Loja,Cartão
P3266,Tênis Masculino,293.96,176.97,116.99,NF686289,ppcobe@email.com,2025-04-13,2025-04-14,SP,39,Loja,Pix
P3267,Camiseta Masculina,256.94,199.35,57.59,NF294535,tjutkz@email.com,2025-11-07,2025-11-09,PE,39,Online,Boleto
P3268,Camiseta Feminina,326.14,250.28,75.86,NF837218,ftasbm@email.com,2025-07-20,2025-07-25,RJ,P,Online,Cartão
P3269,Tênis Feminino,352.4,200.69,151.71,NF281370,rrskpf@email.com,2026-01-27,2026-01-31,PR,42,Loja,Boleto
P3270,Camiseta Masculina,433.68,291.44,142.24,NF849852,cpflwv@email.com,2026-04-04,2026-04-05,BA,40,Loja,Cartão
P3271,Tênis Feminino,287.63,183.9,103.73,NF134749,iuppup@email.com,2025-06-06,2025-06-07,MG,M,Online,Boleto
P3272,Tênis Masculino,188.5,134.8,53.7,NF162237,ujmlpq@email.com,2026-04-27,2026-05-01,BA,36,Loja,Boleto
P3273,Tênis Masculino,65.34,52.6,12.74,NF928232,rdhcsl@email.com,2025-03-06,2025-03-10,PB,37,Online,Cartão
P3274,Calça Feminina,95.92,54.21,41.71,NF797527,lildwy@email.com,2026-04-10,2026-04-12,CE,38,Online,Cartão
P3275,Camiseta Masculina,429.42,255.0,174.42,NF572731,ohxvif@email.com,2025-01-13,2025-01-17,BA,G,Loja,Boleto
P3276,Calça Masculina,251.06,147.32,103.74,NF718954,lsiqcy@email.com,2025-03-12,2025-03-17,RJ,37,Online,Pix
P3277,Calça Masculina,289.67,166.21,123.46,NF836646,mjxcxf@email.com,2025-11-08,2025-11-11,PE,36,Loja,Pix
P3278,Tênis Masculino,111.15,76.11,35.04,NF818097,bkdkoq@email.com,2026-03-17,2026-03-22,CE,42,Online,Pix
P3279,Camiseta Masculina,303.67,207.8,95.87,NF326504,jrevvm@email.com,2025-05-15,2025-05-18,MG,41,Loja,Cartão
P3280,Camiseta Feminina,229.22,152.99,76.23,NF901407,hmkfwl@email.com,2025-09-17,2025-09-19,SP,P,Online,Cartão
P3281,Tênis Feminino,138.18,107.34,30.84,NF673571,rjpslo@email.com,2026-03-09,2026-03-14,CE,39,Online,Boleto
P3282,Calça Feminina,386.21,266.86,119.35,NF455846,kkqykm@email.com,2025-11-18,2025-11-19,PB,36,Online,Boleto
P3283,Camiseta Masculina,270.0,179.0,91.0,NF881014,nwqyvh@email.com,2025-05-14,2025-05-14,SP,M,Loja,Boleto
P3284,Calça Feminina,185.98,130.33,55.65,NF743796,vjrfah@email.com,2025-09-05,2025-09-10,PR,36,Online,Dinheiro
P3285,Camiseta Feminina,200.6,158.39,42.21,NF455229,puqqul@email.com,2025-06-10,2025-06-10,PR,M,Online,Pix
P3286,Camiseta Masculina,283.11,223.01,60.1,NF234547,lqhynq@email.com,2025-09-07,2025-09-07,SC,41,Loja,Pix
P3287,Calça Feminina,349.97,250.36,99.61,NF757356,ysdjaz@email.com,2026-03-14,2026-03-15,CE,41,Online,Cartão
P3288,Camiseta Feminina,205.09,147.22,57.87,NF158213,jtkrla@email.com,2025-11-24,2025-11-24,PR,37,Online,Boleto
P3289,Calça Masculina,366.08,281.06,85.02,NF502158,mdxthc@email.com,2025-06-26,2025-06-28,CE,40,Loja,Dinheiro
P3290,Tênis Masculino,300.35,222.43,77.92,NF612632,eytzgq@email.com,2026-02-09,2026-02-12,RS,40,Loja,Dinheiro
P3291,Calça Feminina,411.7,274.78,136.92,NF659318,muwlky@email.com,2026-02-27,2026-03-03,PE,P,Online,Dinheiro
P3292,Camiseta Masculina,477.99,239.64,238.35,NF342247,tciruo@email.com,2025-02-28,2025-03-02,MG,42,Online,Cartão
P3293,Camiseta Feminina,341.34,208.23,133.11,NF765369,zuekzo@email.com,2026-03-29,2026-04-01,CE,38,Online,Boleto
P3294,Tênis Masculino,366.65,267.69,98.96,NF235628,xlsglh@email.com,2025-03-30,2025-04-02,PR,G,Loja,Boleto
P3295,Camiseta Masculina,201.26,138.16,63.1,NF468478,pdnvei@email.com,2026-02-13,2026-02-13,PE,G,Online,Pix
P3296,Calça Masculina,169.3,87.23,82.07,NF972201,qdkayx@email.com,2026-01-15,2026-01-19,CE,P,Online,Boleto
P3297,Tênis Feminino,254.03,148.34,105.69,NF291061,pswcrh@email.com,2025-04-19,2025-04-20,PE,42,Loja,Boleto
P3298,Calça Feminina,103.02,58.48,44.54,NF684588,znkbjj@email.com,2025-06-26,2025-06-28,SP,42,Loja,Dinheiro
P3299,Tênis Feminino,433.83,240.76,193.07,NF897789,nignuy@email.com,2025-08-26,2025-08-29,BA,39,Online,Dinheiro
P3300,Camiseta Masculina,224.34,174.85,49.49,NF682984,dpnkuq@email.com,2025-02-05,2025-02-06,BA,38,Online,Pix
P3301,Calça Feminina,276.75,171.18,105.57,NF161863,wnjcyc@email.com,2026-02-15,2026-02-18,MG,37,Loja,Boleto
P3302,Tênis Feminino,551.89,299.08,252.81,NF918016,dbkycv@email.com,2025-02-15,2025-02-18,RS,G,Online,Cartão
P3303,Calça Feminina,467.44,252.89,214.55,NF507191,rkqipz@email.com,2025-05-20,2025-05-21,PB,G,Online,Cartão
P3304,Calça Feminina,282.11,142.62,139.49,NF167671,ryufee@email.com,2025-02-08,2025-02-10,CE,36,Loja,Pix
P3305,Calça Masculina,501.0,299.01,201.99,NF375252,ydetdd@email.com,2026-04-12,2026-04-16,RS,40,Online,Dinheiro
P3306,Calça Feminina,212.27,129.2,83.07,NF376630,feccsq@email.com,2025-07-07,2025-07-08,CE,38,Loja,Boleto
P3307,Tênis Feminino,384.19,214.51,169.68,NF203586,fnsebp@email.com,2025-12-30,2026-01-01,SC,42,Loja,Cartão
P3308,Camiseta Masculina,565.93,293.63,272.3,NF882969,xqkqji@email.com,2025-02-07,2025-02-10,RJ,M,Loja,Cartão
P3309,Tênis Masculino,374.95,234.78,140.17,NF591133,cetznv@email.com,2025-08-27,2025-08-31,SC,36,Online,Boleto
P3310,Camiseta Masculina,92.14,59.43,32.71,NF883187,dherko@email.com,2025-11-08,2025-11-13,RS,G,Online,Dinheiro
P3311,Tênis Feminino,302.67,191.38,111.29,NF909697,cpweor@email.com,2026-02-21,2026-02-25,BA,36,Online,Pix
P3312,Calça Masculina,100.18,54.43,45.75,NF734986,jeayxr@email.com,2025-10-04,2025-10-06,PB,36,Loja,Pix
P3313,Camiseta Masculina,185.42,148.74,36.68,NF770058,plccnp@email.com,2025-06-02,2025-06-06,PE,M,Loja,Dinheiro
P3314,Calça Masculina,355.93,275.17,80.76,NF713847,jbgptt@email.com,2026-01-18,2026-01-20,BA,40,Loja,Pix
P3315,Calça Masculina,306.19,218.84,87.35,NF377252,isrigw@email.com,2025-04-22,2025-04-26,PB,41,Loja,Boleto
P3316,Camiseta Feminina,143.66,92.01,51.65,NF415235,tuxyfl@email.com,2025-07-01,2025-07-02,CE,42,Online,Dinheiro
P3317,Camiseta Feminina,253.8,132.06,121.74,NF104604,jfreen@email.com,2025-10-27,2025-10-28,BA,37,Online,Boleto
P3318,Camiseta Feminina,213.16,139.7,73.46,NF818012,pcjavi@email.com,2025-02-06,2025-02-08,BA,36,Online,Dinheiro
P3319,Camiseta Feminina,323.86,257.05,66.81,NF969602,iamked@email.com,2025-06-01,2025-06-05,MG,40,Loja,Pix
P3320,Calça Masculina,206.46,148.39,58.07,NF423178,yswodo@email.com,2026-03-03,2026-03-06,PE,38,Online,Dinheiro
P3321,Calça Masculina,210.33,109.81,100.52,NF509596,lwmvlr@email.com,2026-04-01,2026-04-05,SC,M,Online,Dinheiro
P3322,Calça Masculina,230.51,160.02,70.49,NF175591,oybjyh@email.com,2026-03-15,2026-03-18,PR,42,Loja,Pix
P3323,Calça Feminina,189.28,96.83,92.45,NF191248,ysnhhk@email.com,2025-12-26,2025-12-30,BA,G,Online,Boleto
P3324,Tênis Masculino,430.51,275.55,154.96,NF796622,cofniz@email.com,2025-06-23,2025-06-25,SC,P,Loja,Cartão
P3325,Tênis Feminino,114.33,58.74,55.59,NF977120,nucnis@email.com,2026-03-07,2026-03-07,BA,36,Loja,Dinheiro
P3326,Camiseta Feminina,213.51,125.67,87.84,NF587129,rwwvyv@email.com,2025-07-09,2025-07-09,SC,P,Loja,Pix
P3327,Camiseta Masculina,478.08,280.5,197.58,NF650050,hnzzvl@email.com,2025-06-11,2025-06-16,SP,M,Online,Pix
P3328,Calça Feminina,66.9,53.8,13.1,NF891368,exumuk@email.com,2025-06-01,2025-06-03,RJ,40,Loja,Boleto
P3329,Tênis Feminino,164.23,104.05,60.18,NF993828,lalceb@email.com,2025-06-01,2025-06-03,RJ,39,Loja,Boleto
P3330,Tênis Feminino,242.0,148.13,93.87,NF308303,egxblw@email.com,2025-03-09,2025-03-12,SC,41,Online,Cartão
P3331,Tênis Masculino,406.01,203.93,202.08,NF754931,wtlshn@email.com,2025-05-13,2025-05-14,CE,M,Loja,Dinheiro
P3332,Tênis Masculino,329.77,191.39,138.38,NF473787,uegnrh@email.com,2025-11-01,2025-11-06,RS,36,Online,Dinheiro
P3333,Tênis Feminino,302.83,196.92,105.91,NF222193,ltrujz@email.com,2026-03-14,2026-03-15,SP,G,Loja,Dinheiro
P3334,Tênis Feminino,546.25,287.01,259.24,NF714209,nblxvi@email.com,2025-05-21,2025-05-21,PB,38,Online,Boleto
P3335,Tênis Feminino,267.54,217.1,50.44,NF184847,ujjfwc@email.com,2025-07-18,2025-07-21,CE,37,Online,Dinheiro
P3336,Calça Feminina,530.18,290.18,240.0,NF278452,nznshg@email.com,2025-04-16,2025-04-21,PB,37,Online,Dinheiro
P3337,Tênis Masculino,389.64,267.84,121.8,NF738814,bxyxwo@email.com,2025-08-01,2025-08-06,BA,P,Loja,Dinheiro
P3338,Tênis Feminino,110.45,70.72,39.73,NF903771,jrjnzn@email.com,2025-05-17,2025-05-20,MG,40,Loja,Cartão
P3339,Camiseta Feminina,433.74,226.06,207.68,NF605236,xqygay@email.com,2025-03-23,2025-03-27,MG,38,Loja,Cartão
P3340,Camiseta Masculina,206.42,161.57,44.85,NF313647,retlpv@email.com,2025-04-30,2025-05-05,PR,37,Loja,Pix
P3341,Calça Feminina,316.97,230.3,86.67,NF127865,gsjcfo@email.com,2026-04-07,2026-04-09,PB,40,Loja,Dinheiro
P3342,Tênis Feminino,134.9,83.87,51.03,NF623708,txrgue@email.com,2026-04-16,2026-04-20,CE,M,Online,Pix
P3343,Tênis Feminino,102.72,73.81,28.91,NF121525,npjjry@email.com,2026-03-06,2026-03-11,SP,M,Online,Cartão
P3344,Calça Masculina,548.82,276.06,272.76,NF323507,myrzzf@email.com,2025-04-17,2025-04-17,SP,38,Online,Boleto
P3345,Tênis Masculino,350.97,254.25,96.72,NF102865,xvgehz@email.com,2025-10-23,2025-10-23,BA,41,Online,Dinheiro
P3346,Camiseta Feminina,124.52,93.96,30.56,NF146773,blvcjz@email.com,2025-02-19,2025-02-19,BA,42,Online,Cartão
P3347,Calça Masculina,427.95,250.32,177.63,NF465230,kvfuhf@email.com,2025-07-09,2025-07-14,SC,P,Online,Dinheiro
P3348,Tênis Feminino,475.19,263.81,211.38,NF612747,neziuq@email.com,2025-03-04,2025-03-05,RS,37,Loja,Boleto
P3349,Tênis Masculino,182.18,96.57,85.61,NF895841,bffdpa@email.com,2025-07-16,2025-07-20,BA,P,Loja,Cartão
P3350,Tênis Masculino,231.72,150.26,81.46,NF993893,ehtsvf@email.com,2025-11-21,2025-11-24,SC,40,Loja,Cartão
P3351,Calça Feminina,157.35,83.98,73.37,NF499491,rqxscq@email.com,2025-05-13,2025-05-17,SP,P,Online,Pix
P3352,Camiseta Feminina,235.69,129.82,105.87,NF533531,tzpbet@email.com,2025-09-18,2025-09-19,BA,G,Online,Cartão
P3353,Calça Feminina,102.54,65.7,36.84,NF345502,vsnjyl@email.com,2025-07-09,2025-07-09,BA,M,Loja,Cartão
P3354,Tênis Masculino,100.83,71.14,29.69,NF110180,siemoh@email.com,2025-08-14,2025-08-18,SC,42,Loja,Boleto
P3355,Calça Masculina,321.43,238.16,83.27,NF708323,cbatsv@email.com,2025-05-18,2025-05-23,PE,40,Online,Cartão
P3356,Camiseta Feminina,276.34,169.58,106.76,NF103762,tyebrs@email.com,2025-01-21,2025-01-22,SP,P,Online,Cartão
P3357,Tênis Feminino,196.48,162.59,33.89,NF700168,dxfrek@email.com,2025-01-18,2025-01-19,MG,41,Online,Cartão
P3358,Calça Feminina,417.89,222.45,195.44,NF362760,kgsnfn@email.com,2025-09-23,2025-09-27,PB,P,Online,Cartão
P3359,Tênis Feminino,71.86,52.95,18.91,NF298097,amltai@email.com,2025-09-27,2025-09-27,CE,42,Online,Pix
P3360,Calça Feminina,77.78,51.01,26.77,NF918876,iscuux@email.com,2026-01-19,2026-01-22,PE,G,Loja,Pix
P3361,Camiseta Masculina,67.88,51.91,15.97,NF165678,ekbczp@email.com,2025-12-02,2025-12-06,PE,M,Online,Pix
P3362,Calça Masculina,272.53,204.01,68.52,NF243643,adajlz@email.com,2025-10-30,2025-10-30,PB,G,Loja,Cartão
P3363,Tênis Masculino,241.02,135.93,105.09,NF812168,ghlwmf@email.com,2025-02-06,2025-02-09,CE,37,Loja,Dinheiro
P3364,Calça Masculina,242.7,142.63,100.07,NF186588,nfvjaj@email.com,2025-04-25,2025-04-28,PR,M,Loja,Boleto
P3365,Tênis Masculino,255.58,132.81,122.77,NF297312,mrlzsn@email.com,2025-09-27,2025-10-01,PE,38,Online,Boleto
P3366,Tênis Feminino,194.61,135.57,59.04,NF476980,lsgmry@email.com,2025-08-08,2025-08-11,RJ,M,Loja,Cartão
P3367,Camiseta Masculina,498.92,251.43,247.49,NF905660,ywfwma@email.com,2025-07-04,2025-07-05,MG,G,Loja,Boleto
P3368,Tênis Masculino,218.63,119.42,99.21,NF291872,lgxdmt@email.com,2025-08-23,2025-08-23,PR,M,Online,Cartão
P3369,Calça Feminina,266.01,155.56,110.45,NF514006,ybmqth@email.com,2025-02-21,2025-02-24,PR,41,Online,Boleto
P3370,Calça Masculina,400.7,220.3,180.4,NF419329,selnmw@email.com,2026-01-05,2026-01-09,MG,38,Loja,Pix
P3371,Tênis Feminino,400.89,265.54,135.35,NF284444,zejulq@email.com,2025-05-29,2025-05-30,BA,36,Online,Pix
