cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento,quantidade
3984,Calca Jeans,268.49,141.69,126.8,52984,cliente2984@email.com,2026-04-04,2026-04-08,PR,42,Online,Cartao,3
3985,Tenis Esportivo,271.68,109.79,161.89,52985,cliente2985@email.com,2026-04-21,2026-04-23,SP,G,Online,Cartao,2
3986,Tenis Esportivo,68.2,39.28,28.92,52986,cliente2986@email.com,2026-04-09,2026-04-14,RS,GG,Loja,Pix,5
3987,Calca Jeans,119.2,61.54,57.66,52987,cliente2987@email.com,2026-01-29,2026-01-31,GO,38,Loja,Cartao,3
3988,Blusa Moletom,182.66,97.26,85.4,52988,cliente2988@email.com,2026-01-02,2026-01-04,PR,41,Online,Pix,1
3989,Tenis Corrida,97.5,61.29,36.21,52989,cliente2989@email.com,2026-03-25,2026-03-30,CE,43,Loja,Cartao,4
3990,Blusa Moletom,81.27,53.05,28.22,52990,cliente2990@email.com,2026-02-12,2026-02-12,PR,41,Online,Cartao,1
3991,Tenis Corrida,204.03,106.78,97.25,52991,cliente2991@email.com,2026-02-21,2026-02-23,SP,G,Loja,Pix,3
3992,Blusa Moletom,340.73,186.0,154.73,52992,cliente2992@email.com,2026-02-28,2026-02-28,CE,41,Loja,Pix,3
3993,Blusa Moletom,106.57,64.99,41.58,52993,cliente2993@email.com,2026-02-16,2026-02-21,RJ,GG,Loja,Pix,1
3994,Bermuda,156.51,73.71,82.8,52994,cliente2994@email.com,2026-04-21,2026-04-26,RJ,40,Loja,Pix,2
3995,Camiseta Basica,241.94,146.68,95.26,52995,cliente2995@email.com,2026-03-24,2026-03-24,RS,38,Loja,Pix,4
3996,Bermuda,68.02,45.01,23.01,52996,cliente2996@email.com,2026-01-19,2026-01-24,PE,40,Online,Cartao,3
3997,Blusa Moletom,234.42,104.95,129.47,52997,cliente2997@email.com,2026-02-09,2026-02-11,CE,P,Online,Pix,3
3998,Blusa Moletom,93.89,43.08,50.81,52998,cliente2998@email.com,2026-01-17,2026-01-19,PR,38,Online,Boleto,1
3999,Camiseta Basica,393.54,194.8,198.74,52999,cliente2999@email.com,2026-03-07,2026-03-08,RJ,41,Loja,Boleto,1
4000,Tenis Corrida,284.15,124.49,159.66,53000,cliente3000@email.com,2026-03-01,2026-03-06,CE,39,Online,Cartao,2
4001,Tenis Corrida,146.25,76.02,70.23,53001,cliente3001@email.com,2026-03-24,2026-03-28,PR,41,Loja,Cartao,1
4002,Bermuda,332.75,153.73,179.02,53002,cliente3002@email.com,2026-02-20,2026-02-23,MG,P,Online,Boleto,5
4003,Camiseta Basica,359.75,182.86,176.89,53003,cliente3003@email.com,2026-03-15,2026-03-17,RS,38,Online,Boleto,4
4004,Calca Jeans,82.97,43.57,39.4,53004,cliente3004@email.com,2026-01-03,2026-01-06,PE,M,Online,Boleto,4
4005,Tenis Esportivo,211.26,90.26,121.0,53005,cliente3005@email.com,2026-01-04,2026-01-07,SP,M,Loja,Cartao,1
4006,Regata Esportiva,72.39,32.53,39.86,53006,cliente3006@email.com,2026-04-25,2026-04-26,BA,M,Online,Cartao,4
4007,Bermuda,81.36,35.31,46.05,53007,cliente3007@email.com,2026-02-05,2026-02-05,PE,G,Online,Cartao,4
4008,Regata Esportiva,237.59,129.98,107.61,53008,cliente3008@email.com,2026-05-01,2026-05-04,RS,G,Loja,Cartao,2
4009,Camiseta Basica,374.56,257.6,116.96,53009,cliente3009@email.com,2026-04-29,2026-05-02,BA,41,Loja,Pix,5
4010,Regata Esportiva,371.09,174.38,196.71,53010,cliente3010@email.com,2026-03-22,2026-03-23,SP,40,Loja,Pix,1
4011,Tenis Corrida,386.18,204.37,181.81,53011,cliente3011@email.com,2026-04-23,2026-04-28,CE,G,Online,Boleto,2
4012,Bermuda,281.65,147.71,133.94,53012,cliente3012@email.com,2026-02-08,2026-02-13,CE,P,Loja,Boleto,1
4013,Tenis Esportivo,120.75,54.55,66.2,53013,cliente3013@email.com,2026-03-31,2026-04-01,BA,P,Online,Cartao,5
4014,Bermuda,99.94,59.36,40.58,53014,cliente3014@email.com,2026-04-13,2026-04-18,RJ,P,Loja,Boleto,5
4015,Bermuda,234.58,123.82,110.76,53015,cliente3015@email.com,2026-03-02,2026-03-02,PR,42,Online,Pix,4
4016,Bermuda,391.39,233.18,158.21,53016,cliente3016@email.com,2026-02-06,2026-02-06,PE,42,Loja,Cartao,5
4017,Camiseta Basica,228.62,120.36,108.26,53017,cliente3017@email.com,2026-02-06,2026-02-09,RJ,41,Loja,Cartao,5
4018,Tenis Casual,124.4,68.52,55.88,53018,cliente3018@email.com,2026-02-24,2026-02-25,MG,41,Loja,Cartao,4
4019,Calca Jeans,253.92,166.57,87.35,53019,cliente3019@email.com,2026-04-09,2026-04-14,BA,39,Online,Pix,2
4020,Bermuda,86.34,60.28,26.06,53020,cliente3020@email.com,2026-03-12,2026-03-13,GO,43,Loja,Boleto,2
4021,Camiseta Basica,285.34,148.76,136.58,53021,cliente3021@email.com,2026-04-03,2026-04-06,RJ,43,Online,Cartao,1
4022,Camiseta Basica,320.0,218.94,101.06,53022,cliente3022@email.com,2026-02-17,2026-02-20,BA,G,Loja,Pix,4
4023,Blusa Moletom,73.29,41.0,32.29,53023,cliente3023@email.com,2026-02-02,2026-02-06,PE,M,Loja,Cartao,5
4024,Bermuda,105.7,72.33,33.37,53024,cliente3024@email.com,2026-01-10,2026-01-10,RS,40,Online,Cartao,2
4025,Tenis Esportivo,319.64,156.37,163.27,53025,cliente3025@email.com,2026-03-22,2026-03-25,CE,P,Online,Boleto,1
4026,Regata Esportiva,255.57,122.0,133.57,53026,cliente3026@email.com,2026-02-23,2026-02-23,SC,39,Loja,Boleto,1
4027,Tenis Casual,299.04,173.12,125.92,53027,cliente3027@email.com,2026-04-02,2026-04-02,PR,M,Loja,Cartao,2
4028,Blusa Moletom,184.52,119.31,65.21,53028,cliente3028@email.com,2026-04-02,2026-04-04,SC,M,Loja,Boleto,4
4029,Regata Esportiva,322.66,167.44,155.22,53029,cliente3029@email.com,2026-04-25,2026-04-27,RJ,38,Loja,Cartao,4
4030,Tenis Corrida,257.42,137.92,119.5,53030,cliente3030@email.com,2026-03-25,2026-03-30,RJ,38,Loja,Pix,5
4031,Blusa Moletom,113.68,68.45,45.23,53031,cliente3031@email.com,2026-01-31,2026-02-02,PE,38,Loja,Boleto,5
4032,Bermuda,246.8,160.85,85.95,53032,cliente3032@email.com,2026-04-05,2026-04-08,PE,41,Online,Boleto,4
4033,Tenis Corrida,232.94,140.71,92.23,53033,cliente3033@email.com,2026-04-25,2026-04-27,SC,P,Online,Cartao,2
4034,Tenis Esportivo,282.45,144.41,138.04,53034,cliente3034@email.com,2026-02-26,2026-02-28,MG,41,Loja,Boleto,5
4035,Calca Jeans,96.02,64.67,31.35,53035,cliente3035@email.com,2026-01-06,2026-01-10,GO,42,Online,Boleto,3
4036,Regata Esportiva,255.02,117.66,137.36,53036,cliente3036@email.com,2026-03-15,2026-03-17,RS,38,Loja,Boleto,3
4037,Bermuda,116.93,52.99,63.94,53037,cliente3037@email.com,2026-02-19,2026-02-19,SC,GG,Loja,Boleto,5
4038,Bermuda,251.17,157.47,93.7,53038,cliente3038@email.com,2026-04-17,2026-04-20,PE,41,Online,Boleto,3
4039,Calca Jeans,301.62,167.05,134.57,53039,cliente3039@email.com,2026-01-03,2026-01-04,SP,42,Loja,Cartao,2
4040,Calca Jeans,231.01,122.89,108.12,53040,cliente3040@email.com,2026-02-17,2026-02-17,PR,38,Loja,Pix,4
4041,Camiseta Basica,151.76,89.59,62.17,53041,cliente3041@email.com,2026-02-28,2026-03-02,PR,G,Online,Pix,3
4042,Blusa Moletom,181.58,120.34,61.24,53042,cliente3042@email.com,2026-02-12,2026-02-15,RJ,40,Online,Pix,3
4043,Blusa Moletom,219.78,96.87,122.91,53043,cliente3043@email.com,2026-03-05,2026-03-06,BA,41,Online,Pix,4
4044,Calca Jeans,214.66,88.45,126.21,53044,cliente3044@email.com,2026-03-23,2026-03-27,GO,G,Loja,Cartao,1
4045,Tenis Corrida,348.25,144.9,203.35,53045,cliente3045@email.com,2026-02-27,2026-02-27,CE,G,Online,Boleto,1
4046,Bermuda,81.65,36.42,45.23,53046,cliente3046@email.com,2026-02-06,2026-02-11,PE,38,Loja,Cartao,5
4047,Bermuda,223.43,146.6,76.83,53047,cliente3047@email.com,2026-03-29,2026-04-01,PE,43,Loja,Cartao,4
4048,Calca Jeans,308.35,197.58,110.77,53048,cliente3048@email.com,2026-03-31,2026-04-02,GO,G,Online,Boleto,3
4049,Bermuda,275.4,168.08,107.32,53049,cliente3049@email.com,2026-03-18,2026-03-23,RS,42,Online,Cartao,1
4050,Blusa Moletom,364.06,216.13,147.93,53050,cliente3050@email.com,2026-04-16,2026-04-16,RJ,41,Online,Boleto,2
4051,Camiseta Basica,369.48,245.78,123.7,53051,cliente3051@email.com,2026-03-23,2026-03-27,RS,39,Online,Boleto,5
4052,Regata Esportiva,392.34,200.75,191.59,53052,cliente3052@email.com,2026-02-28,2026-03-05,SC,GG,Loja,Pix,2
4053,Tenis Corrida,205.13,97.18,107.95,53053,cliente3053@email.com,2026-04-06,2026-04-11,MG,43,Online,Boleto,4
4054,Tenis Casual,92.61,37.59,55.02,53054,cliente3054@email.com,2026-02-19,2026-02-21,MG,G,Loja,Boleto,3
4055,Bermuda,129.04,73.18,55.86,53055,cliente3055@email.com,2026-01-28,2026-02-01,RJ,42,Loja,Cartao,5
4056,Regata Esportiva,63.31,31.67,31.64,53056,cliente3056@email.com,2026-04-15,2026-04-18,RS,42,Loja,Cartao,5
4057,Tenis Corrida,250.07,111.36,138.71,53057,cliente3057@email.com,2026-02-09,2026-02-11,RS,38,Loja,Cartao,1
4058,Calca Jeans,240.37,121.22,119.15,53058,cliente3058@email.com,2026-04-17,2026-04-22,SP,38,Loja,Pix,4
4059,Blusa Moletom,180.35,82.09,98.26,53059,cliente3059@email.com,2026-02-03,2026-02-07,RS,41,Loja,Pix,3
4060,Calca Jeans,252.25,138.58,113.67,53060,cliente3060@email.com,2026-03-17,2026-03-22,SP,40,Online,Boleto,4
4061,Calca Jeans,348.95,221.94,127.01,53061,cliente3061@email.com,2026-03-13,2026-03-18,SP,42,Loja,Pix,1
4062,Calca Jeans,263.16,183.44,79.72,53062,cliente3062@email.com,2026-04-30,2026-05-02,GO,43,Loja,Boleto,1
4063,Blusa Moletom,97.74,56.65,41.09,53063,cliente3063@email.com,2026-04-29,2026-05-02,BA,P,Loja,Pix,3
4064,Blusa Moletom,297.32,195.5,101.82,53064,cliente3064@email.com,2026-03-06,2026-03-10,RJ,38,Loja,Pix,3
4065,Tenis Esportivo,344.51,154.03,190.48,53065,cliente3065@email.com,2026-03-08,2026-03-09,MG,M,Loja,Pix,4
4066,Blusa Moletom,300.89,146.48,154.41,53066,cliente3066@email.com,2026-04-23,2026-04-28,GO,41,Loja,Pix,4
4067,Camiseta Basica,281.61,112.96,168.65,53067,cliente3067@email.com,2026-03-24,2026-03-25,SP,G,Loja,Pix,3
4068,Tenis Casual,130.24,75.62,54.62,53068,cliente3068@email.com,2026-01-21,2026-01-25,CE,GG,Online,Pix,3
4069,Blusa Moletom,50.3,31.75,18.55,53069,cliente3069@email.com,2026-02-02,2026-02-06,RJ,P,Loja,Pix,4
4070,Calca Jeans,278.4,141.3,137.1,53070,cliente3070@email.com,2026-04-12,2026-04-12,BA,40,Online,Boleto,1
4071,Camiseta Basica,129.72,70.04,59.68,53071,cliente3071@email.com,2026-04-21,2026-04-22,PE,43,Loja,Boleto,4
4072,Tenis Esportivo,213.0,136.56,76.44,53072,cliente3072@email.com,2026-01-06,2026-01-11,GO,39,Online,Pix,3
4073,Blusa Moletom,56.54,24.39,32.15,53073,cliente3073@email.com,2026-01-16,2026-01-19,MG,39,Loja,Pix,1
4074,Camiseta Basica,54.73,34.22,20.51,53074,cliente3074@email.com,2026-03-12,2026-03-14,SC,GG,Loja,Boleto,4
4075,Regata Esportiva,189.35,113.56,75.79,53075,cliente3075@email.com,2026-02-06,2026-02-06,SC,M,Loja,Cartao,3
4076,Tenis Corrida,214.78,105.52,109.26,53076,cliente3076@email.com,2026-02-23,2026-02-23,RJ,42,Online,Pix,4
4077,Tenis Corrida,176.64,76.05,100.59,53077,cliente3077@email.com,2026-02-22,2026-02-27,RJ,42,Online,Pix,2
4078,Regata Esportiva,79.01,48.83,30.18,53078,cliente3078@email.com,2026-01-15,2026-01-19,PE,39,Loja,Cartao,5
4079,Blusa Moletom,198.28,129.09,69.19,53079,cliente3079@email.com,2026-02-17,2026-02-22,RS,43,Loja,Boleto,1
4080,Tenis Esportivo,325.49,195.35,130.14,53080,cliente3080@email.com,2026-02-17,2026-02-17,RJ,38,Online,Boleto,5
4081,Bermuda,251.1,101.0,150.1,53081,cliente3081@email.com,2026-02-25,2026-02-27,BA,43,Loja,Cartao,1
4082,Camiseta Basica,236.61,162.42,74.19,53082,cliente3082@email.com,2026-04-03,2026-04-05,CE,42,Loja,Pix,3
4083,Bermuda,264.52,110.41,154.11,53083,cliente3083@email.com,2026-03-14,2026-03-15,RS,G,Loja,Boleto,4
4084,Calca Jeans,65.33,37.85,27.48,53084,cliente3084@email.com,2026-02-23,2026-02-23,SP,G,Online,Pix,2
4085,Bermuda,188.3,108.3,80.0,53085,cliente3085@email.com,2026-03-25,2026-03-29,SP,40,Loja,Pix,4
4086,Calca Jeans,126.31,77.03,49.28,53086,cliente3086@email.com,2026-01-23,2026-01-26,BA,41,Online,Cartao,2
4087,Blusa Moletom,56.63,31.26,25.37,53087,cliente3087@email.com,2026-02-16,2026-02-18,MG,41,Online,Pix,4
4088,Camiseta Basica,142.39,57.57,84.82,53088,cliente3088@email.com,2026-04-27,2026-04-29,PR,G,Online,Pix,3
4089,Calca Jeans,319.19,146.64,172.55,53089,cliente3089@email.com,2026-02-10,2026-02-15,CE,GG,Loja,Pix,3
4090,Blusa Moletom,264.79,160.57,104.22,53090,cliente3090@email.com,2026-02-28,2026-03-03,CE,40,Online,Pix,4
4091,Tenis Corrida,293.12,149.97,143.15,53091,cliente3091@email.com,2026-04-10,2026-04-14,RS,40,Online,Pix,3
4092,Bermuda,196.87,106.64,90.23,53092,cliente3092@email.com,2026-04-07,2026-04-07,GO,43,Online,Pix,4
4093,Tenis Esportivo,275.86,156.61,119.25,53093,cliente3093@email.com,2026-04-24,2026-04-25,PR,M,Online,Pix,4
4094,Blusa Moletom,138.05,67.78,70.27,53094,cliente3094@email.com,2026-03-28,2026-03-30,CE,G,Loja,Pix,2
4095,Bermuda,205.85,126.51,79.34,53095,cliente3095@email.com,2026-03-01,2026-03-03,SP,38,Online,Pix,1
4096,Tenis Casual,347.25,140.88,206.37,53096,cliente3096@email.com,2026-03-18,2026-03-19,PR,41,Online,Cartao,1
4097,Calca Jeans,386.45,197.27,189.18,53097,cliente3097@email.com,2026-01-31,2026-02-04,CE,GG,Loja,Cartao,4
4098,Calca Jeans,117.0,56.24,60.76,53098,cliente3098@email.com,2026-03-26,2026-03-26,BA,41,Loja,Cartao,1
4099,Calca Jeans,369.47,168.93,200.54,53099,cliente3099@email.com,2026-02-22,2026-02-24,RJ,42,Loja,Pix,1
4100,Tenis Esportivo,364.03,171.99,192.04,53100,cliente3100@email.com,2026-04-13,2026-04-13,MG,40,Loja,Pix,2
4101,Tenis Esportivo,62.01,34.01,28.0,53101,cliente3101@email.com,2026-04-01,2026-04-05,CE,41,Loja,Pix,5
4102,Regata Esportiva,111.93,71.34,40.59,53102,cliente3102@email.com,2026-01-05,2026-01-06,MG,41,Online,Boleto,3
4103,Tenis Casual,227.78,101.99,125.79,53103,cliente3103@email.com,2026-03-12,2026-03-13,RJ,GG,Loja,Boleto,4
4104,Tenis Corrida,249.31,108.26,141.05,53104,cliente3104@email.com,2026-01-16,2026-01-21,PR,41,Loja,Pix,5
4105,Tenis Corrida,147.14,95.74,51.4,53105,cliente3105@email.com,2026-02-19,2026-02-20,MG,43,Loja,Pix,4
4106,Bermuda,258.7,171.78,86.92,53106,cliente3106@email.com,2026-01-24,2026-01-26,PE,41,Online,Boleto,3
4107,Camiseta Basica,76.95,31.42,45.53,53107,cliente3107@email.com,2026-03-28,2026-03-28,PE,43,Loja,Cartao,5
4108,Blusa Moletom,128.92,81.5,47.42,53108,cliente3108@email.com,2026-02-20,2026-02-22,PE,GG,Loja,Boleto,2
4109,Camiseta Basica,311.69,163.31,148.38,53109,cliente3109@email.com,2026-04-19,2026-04-21,SP,GG,Loja,Cartao,1
4110,Camiseta Basica,163.45,80.56,82.89,53110,cliente3110@email.com,2026-03-17,2026-03-20,SC,P,Online,Pix,3
4111,Camiseta Basica,137.16,78.49,58.67,53111,cliente3111@email.com,2026-03-23,2026-03-24,RJ,M,Online,Cartao,2
4112,Camiseta Basica,115.97,79.04,36.93,53112,cliente3112@email.com,2026-03-05,2026-03-07,SP,P,Online,Boleto,3
4113,Camiseta Basica,98.93,63.51,35.42,53113,cliente3113@email.com,2026-04-03,2026-04-08,RJ,43,Loja,Pix,1
4114,Tenis Casual,118.14,49.16,68.98,53114,cliente3114@email.com,2026-01-13,2026-01-18,SC,38,Online,Boleto,3
4115,Bermuda,371.86,151.28,220.58,53115,cliente3115@email.com,2026-02-09,2026-02-12,BA,43,Online,Pix,3
4116,Bermuda,177.57,90.45,87.12,53116,cliente3116@email.com,2026-01-14,2026-01-17,SP,42,Loja,Cartao,5
4117,Tenis Casual,134.87,73.66,61.21,53117,cliente3117@email.com,2026-01-03,2026-01-06,MG,GG,Loja,Pix,3
4118,Tenis Casual,117.05,64.18,52.87,53118,cliente3118@email.com,2026-02-04,2026-02-08,RS,P,Online,Pix,2
4119,Bermuda,78.06,39.02,39.04,53119,cliente3119@email.com,2026-02-20,2026-02-24,MG,G,Online,Boleto,5
4120,Tenis Corrida,68.71,33.98,34.73,53120,cliente3120@email.com,2026-04-30,2026-05-01,GO,38,Online,Boleto,5
4121,Tenis Esportivo,58.47,35.99,22.48,53121,cliente3121@email.com,2026-02-16,2026-02-18,RS,GG,Loja,Cartao,1
4122,Blusa Moletom,184.43,123.79,60.64,53122,cliente3122@email.com,2026-04-18,2026-04-22,CE,39,Online,Boleto,4
4123,Tenis Esportivo,234.88,149.98,84.9,53123,cliente3123@email.com,2026-04-28,2026-05-03,SP,38,Online,Pix,3
4124,Calca Jeans,108.14,72.55,35.59,53124,cliente3124@email.com,2026-02-28,2026-03-01,GO,39,Online,Boleto,5
4125,Tenis Casual,164.08,110.72,53.36,53125,cliente3125@email.com,2026-03-26,2026-03-27,RS,GG,Loja,Pix,3
4126,Tenis Corrida,280.57,128.42,152.15,53126,cliente3126@email.com,2026-04-29,2026-05-01,PR,38,Online,Pix,1
4127,Calca Jeans,298.22,144.49,153.73,53127,cliente3127@email.com,2026-02-23,2026-02-23,PE,GG,Online,Boleto,1
4128,Bermuda,147.18,93.97,53.21,53128,cliente3128@email.com,2026-02-12,2026-02-12,PR,38,Loja,Cartao,2
4129,Regata Esportiva,145.5,68.0,77.5,53129,cliente3129@email.com,2026-01-10,2026-01-12,PE,M,Loja,Pix,4
4130,Tenis Esportivo,169.1,115.18,53.92,53130,cliente3130@email.com,2026-04-27,2026-04-27,PR,41,Online,Pix,4
4131,Tenis Corrida,231.52,102.54,128.98,53131,cliente3131@email.com,2026-02-21,2026-02-21,PE,G,Loja,Cartao,1
4132,Camiseta Basica,225.12,101.09,124.03,53132,cliente3132@email.com,2026-04-09,2026-04-13,RJ,40,Online,Pix,4
4133,Tenis Corrida,244.95,131.69,113.26,53133,cliente3133@email.com,2026-01-06,2026-01-08,CE,M,Loja,Pix,3
4134,Regata Esportiva,227.28,131.38,95.9,53134,cliente3134@email.com,2026-02-17,2026-02-20,GO,39,Online,Pix,2
4135,Blusa Moletom,146.41,88.34,58.07,53135,cliente3135@email.com,2026-01-20,2026-01-25,SP,P,Loja,Pix,4
4136,Regata Esportiva,54.24,36.71,17.53,53136,cliente3136@email.com,2026-04-03,2026-04-08,BA,41,Loja,Boleto,5
4137,Regata Esportiva,236.69,102.49,134.2,53137,cliente3137@email.com,2026-01-01,2026-01-06,MG,38,Loja,Cartao,3
4138,Regata Esportiva,278.6,191.06,87.54,53138,cliente3138@email.com,2026-02-07,2026-02-09,GO,40,Online,Cartao,2
4139,Tenis Casual,51.65,25.2,26.45,53139,cliente3139@email.com,2026-01-23,2026-01-27,PE,39,Loja,Cartao,2
4140,Bermuda,77.59,40.28,37.31,53140,cliente3140@email.com,2026-01-07,2026-01-08,RS,GG,Loja,Pix,1
4141,Tenis Corrida,165.55,102.13,63.42,53141,cliente3141@email.com,2026-02-15,2026-02-18,SP,42,Online,Pix,4
4142,Calca Jeans,120.86,60.38,60.48,53142,cliente3142@email.com,2026-01-31,2026-02-02,GO,39,Online,Boleto,1
4143,Tenis Casual,286.45,197.67,88.78,53143,cliente3143@email.com,2026-04-07,2026-04-08,RS,P,Online,Cartao,3
4144,Calca Jeans,153.32,63.46,89.86,53144,cliente3144@email.com,2026-02-28,2026-03-03,SC,41,Loja,Boleto,2
4145,Calca Jeans,299.21,208.27,90.94,53145,cliente3145@email.com,2026-03-06,2026-03-10,PE,41,Loja,Pix,5
4146,Bermuda,319.36,177.51,141.85,53146,cliente3146@email.com,2026-03-19,2026-03-19,CE,41,Online,Pix,2
4147,Tenis Corrida,202.08,109.94,92.14,53147,cliente3147@email.com,2026-01-09,2026-01-13,PE,39,Online,Cartao,4
4148,Blusa Moletom,169.06,82.27,86.79,53148,cliente3148@email.com,2026-02-19,2026-02-19,PR,39,Loja,Pix,2
4149,Regata Esportiva,148.25,68.37,79.88,53149,cliente3149@email.com,2026-03-09,2026-03-11,CE,G,Online,Cartao,1
4150,Blusa Moletom,330.22,150.76,179.46,53150,cliente3150@email.com,2026-01-09,2026-01-13,PE,M,Loja,Boleto,2
4151,Bermuda,187.0,118.2,68.8,53151,cliente3151@email.com,2026-01-29,2026-01-29,MG,38,Loja,Cartao,5
4152,Tenis Corrida,187.42,128.64,58.78,53152,cliente3152@email.com,2026-03-04,2026-03-07,RS,41,Loja,Boleto,5
4153,Calca Jeans,347.03,188.09,158.94,53153,cliente3153@email.com,2026-01-13,2026-01-14,PE,GG,Online,Cartao,5
4154,Bermuda,360.77,189.1,171.67,53154,cliente3154@email.com,2026-03-18,2026-03-23,PR,P,Online,Pix,2
4155,Bermuda,80.06,37.1,42.96,53155,cliente3155@email.com,2026-04-18,2026-04-20,PE,M,Loja,Cartao,5
4156,Camiseta Basica,101.08,47.37,53.71,53156,cliente3156@email.com,2026-02-17,2026-02-18,PE,M,Online,Pix,1
4157,Blusa Moletom,237.68,109.74,127.94,53157,cliente3157@email.com,2026-01-01,2026-01-02,GO,G,Online,Boleto,1
4158,Calca Jeans,84.23,36.0,48.23,53158,cliente3158@email.com,2026-04-11,2026-04-15,MG,M,Online,Pix,3
4159,Camiseta Basica,128.02,56.93,71.09,53159,cliente3159@email.com,2026-03-05,2026-03-07,PR,38,Loja,Pix,4
4160,Blusa Moletom,257.49,167.19,90.3,53160,cliente3160@email.com,2026-01-06,2026-01-07,PR,M,Loja,Pix,5
4161,Tenis Casual,112.24,55.5,56.74,53161,cliente3161@email.com,2026-01-05,2026-01-10,PE,40,Online,Boleto,2
4162,Blusa Moletom,176.75,97.67,79.08,53162,cliente3162@email.com,2026-04-30,2026-05-03,BA,M,Loja,Boleto,2
4163,Tenis Casual,187.56,111.72,75.84,53163,cliente3163@email.com,2026-04-24,2026-04-26,SC,43,Online,Cartao,2
4164,Camiseta Basica,119.52,62.71,56.81,53164,cliente3164@email.com,2026-04-18,2026-04-19,SC,41,Online,Boleto,3
4165,Camiseta Basica,365.73,237.43,128.3,53165,cliente3165@email.com,2026-03-07,2026-03-11,PE,41,Loja,Pix,5
4166,Regata Esportiva,314.8,175.11,139.69,53166,cliente3166@email.com,2026-01-12,2026-01-17,GO,M,Online,Cartao,5
4167,Camiseta Basica,256.28,161.39,94.89,53167,cliente3167@email.com,2026-01-07,2026-01-09,GO,40,Loja,Pix,1
4168,Regata Esportiva,257.1,169.58,87.52,53168,cliente3168@email.com,2026-01-01,2026-01-04,SP,M,Online,Pix,4
4169,Bermuda,79.52,31.88,47.64,53169,cliente3169@email.com,2026-03-11,2026-03-13,MG,P,Online,Cartao,1
4170,Bermuda,234.87,100.61,134.26,53170,cliente3170@email.com,2026-01-12,2026-01-13,CE,GG,Online,Boleto,4
4171,Regata Esportiva,55.09,22.97,32.12,53171,cliente3171@email.com,2026-03-09,2026-03-09,MG,40,Loja,Cartao,1
4172,Camiseta Basica,378.59,162.86,215.73,53172,cliente3172@email.com,2026-01-05,2026-01-09,PE,P,Online,Boleto,1
4173,Tenis Casual,82.47,55.02,27.45,53173,cliente3173@email.com,2026-02-08,2026-02-12,RJ,G,Loja,Cartao,3
4174,Tenis Corrida,274.09,170.19,103.9,53174,cliente3174@email.com,2026-02-03,2026-02-04,BA,43,Online,Cartao,4
4175,Tenis Esportivo,270.43,176.06,94.37,53175,cliente3175@email.com,2026-01-02,2026-01-07,MG,43,Online,Pix,5
4176,Bermuda,216.82,110.15,106.67,53176,cliente3176@email.com,2026-01-12,2026-01-17,SC,40,Loja,Cartao,2
4177,Tenis Corrida,134.77,81.01,53.76,53177,cliente3177@email.com,2026-04-26,2026-04-26,GO,GG,Loja,Pix,4
4178,Camiseta Basica,231.19,133.26,97.93,53178,cliente3178@email.com,2026-01-31,2026-02-04,SC,40,Online,Boleto,2
4179,Regata Esportiva,211.25,87.75,123.5,53179,cliente3179@email.com,2026-04-28,2026-05-03,BA,P,Online,Cartao,5
4180,Tenis Corrida,261.0,142.9,118.1,53180,cliente3180@email.com,2026-03-04,2026-03-05,SP,42,Online,Cartao,4
4181,Tenis Casual,267.06,136.95,130.11,53181,cliente3181@email.com,2026-03-27,2026-03-28,SP,P,Loja,Boleto,2
4182,Tenis Esportivo,302.5,137.79,164.71,53182,cliente3182@email.com,2026-02-09,2026-02-09,PR,40,Online,Boleto,1
4183,Bermuda,323.7,213.43,110.27,53183,cliente3183@email.com,2026-02-06,2026-02-09,BA,43,Online,Cartao,3
4184,Tenis Casual,383.66,255.02,128.64,53184,cliente3184@email.com,2026-01-31,2026-02-03,SC,38,Loja,Pix,5
4185,Blusa Moletom,308.67,134.67,174.0,53185,cliente3185@email.com,2026-02-24,2026-02-24,RS,G,Online,Cartao,4
4186,Regata Esportiva,319.58,166.42,153.16,53186,cliente3186@email.com,2026-04-08,2026-04-13,PE,P,Online,Boleto,5
4187,Calca Jeans,351.72,242.61,109.11,53187,cliente3187@email.com,2026-03-06,2026-03-10,BA,P,Online,Boleto,2
4188,Blusa Moletom,305.33,150.41,154.92,53188,cliente3188@email.com,2026-04-13,2026-04-14,RS,40,Online,Pix,2
4189,Blusa Moletom,155.85,88.38,67.47,53189,cliente3189@email.com,2026-02-20,2026-02-23,MG,GG,Online,Pix,3
4190,Tenis Corrida,276.74,177.2,99.54,53190,cliente3190@email.com,2026-03-13,2026-03-14,CE,GG,Loja,Pix,5
4191,Tenis Casual,307.09,136.32,170.77,53191,cliente3191@email.com,2026-03-07,2026-03-11,RJ,P,Loja,Pix,1
4192,Blusa Moletom,386.61,255.93,130.68,53192,cliente3192@email.com,2026-02-13,2026-02-16,CE,38,Online,Pix,1
4193,Tenis Casual,126.51,71.33,55.18,53193,cliente3193@email.com,2026-04-15,2026-04-16,PE,GG,Online,Boleto,5
4194,Tenis Casual,339.05,178.38,160.67,53194,cliente3194@email.com,2026-02-01,2026-02-05,SP,38,Loja,Boleto,1
